A,B,C,D,AVERAGE
134.0,937.0,503.0,350.0,481.0
460.0,711.0,592.0,897.0,665.0
678.0,342.0,751.0,742.0,628.25
363.0,846.0,637.0,914.0,690.0
346.0,645.0,377.0,444.0,453.0
950.0,330.0,672.0,872.0,706.0
33.0,864.0,98.0,931.0,481.5
952.0,105.0,357.0,645.0,514.75
479.0,801.0,243.0,971.0,623.5
72.0,888.0,190.0,879.0,507.25
687.0,818.0,909.0,900.0,828.5
745.0,985.0,514.0,704.0,737.0
631.0,473.0,828.0,55.0,496.75
672.0,475.0,619.0,347.0,528.25
325.0,314.0,121.0,430.0,297.5
227.0,547.0,79.0,2.0,213.75
101.0,891.0,999.0,49.0,510.0
472.0,81.0,61.0,916.0,382.5
11.0,15.0,73.0,317.0,104.0
130.0,987.0,982.0,272.0,592.75
528.0,34.0,908.0,34.0,376.0
95.0,192.0,479.0,863.0,407.25
637.0,657.0,281.0,987.0,640.5
396.0,718.0,216.0,535.0,466.25
600.0,129.0,688.0,709.0,531.5
88.0,528.0,82.0,884.0,395.5
563.0,57.0,984.0,404.0,502.0
577.0,330.0,773.0,972.0,663.0
822.0,417.0,361.0,384.0,496.0
525.0,955.0,845.0,850.0,793.75
394.0,885.0,889.0,569.0,684.25
129.0,637.0,535.0,954.0,563.75
810.0,958.0,542.0,89.0,599.75
286.0,157.0,255.0,206.0,226.0
755.0,873.0,555.0,441.0,656.0
584.0,502.0,699.0,365.0,537.5
540.0,693.0,91.0,901.0,556.25
915.0,424.0,82.0,549.0,492.5
359.0,151.0,403.0,565.0,369.5
998.0,547.0,125.0,117.0,446.75
185.0,739.0,64.0,993.0,495.25
990.0,105.0,191.0,953.0,559.75
601.0,811.0,846.0,227.0,621.25
79.0,317.0,130.0,688.0,303.5
667.0,223.0,600.0,856.0,586.5
907.0,447.0,587.0,96.0,509.25
796.0,607.0,81.0,98.0,395.5
23.0,764.0,206.0,415.0,352.0
79.0,489.0,991.0,453.0,503.0
534.0,217.0,744.0,10.0,376.25
963.0,909.0,628.0,205.0,676.25
336.0,995.0,757.0,402.0,622.5
767.0,671.0,443.0,253.0,533.5
435.0,59.0,542.0,75.0,277.75
379.0,693.0,963.0,78.0,528.25
77.0,150.0,859.0,662.0,437.0
775.0,133.0,71.0,110.0,272.25
47.0,203.0,95.0,657.0,250.5
208.0,347.0,81.0,169.0,201.25
640.0,295.0,94.0,947.0,494.0
624.0,671.0,72.0,354.0,430.25
934.0,137.0,67.0,303.0,360.25
608.0,239.0,737.0,278.0,465.5
731.0,854.0,408.0,829.0,705.5
627.0,59.0,127.0,812.0,406.25
808.0,308.0,268.0,880.0,566.0
258.0,19.0,934.0,635.0,461.5
32.0,511.0,711.0,835.0,522.25
836.0,749.0,985.0,426.0,749.0
236.0,720.0,184.0,893.0,508.25
472.0,789.0,804.0,34.0,524.75
99.0,841.0,612.0,217.0,442.25
981.0,170.0,697.0,192.0,510.0
836.0,361.0,221.0,665.0,520.75
183.0,548.0,951.0,459.0,535.25
764.0,457.0,437.0,479.0,534.25
269.0,722.0,572.0,947.0,627.5
592.0,718.0,39.0,414.0,440.75
525.0,560.0,989.0,35.0,527.25
226.0,720.0,745.0,171.0,465.5
94.0,181.0,601.0,794.0,417.5
566.0,886.0,344.0,79.0,468.75
608.0,966.0,276.0,13.0,465.75
486.0,216.0,776.0,461.0,484.75
326.0,266.0,189.0,705.0,371.5
603.0,445.0,280.0,316.0,411.0
802.0,988.0,710.0,310.0,702.5
734.0,977.0,611.0,585.0,726.75
984.0,912.0,487.0,644.0,756.75
342.0,199.0,892.0,327.0,440.0
647.0,717.0,528.0,40.0,483.0
460.0,836.0,504.0,83.0,470.75
811.0,926.0,349.0,743.0,707.25
847.0,787.0,250.0,97.0,495.25
597.0,51.0,230.0,770.0,412.0
702.0,282.0,749.0,768.0,625.25
807.0,314.0,648.0,32.0,450.25
501.0,771.0,116.0,101.0,372.25
528.0,196.0,716.0,406.0,461.5
236.0,676.0,788.0,669.0,592.25
987.0,839.0,250.0,945.0,755.25
61.0,359.0,332.0,469.0,305.25
425.0,456.0,945.0,800.0,656.5
561.0,501.0,314.0,195.0,392.75
200.0,417.0,879.0,257.0,438.25
801.0,681.0,344.0,167.0,498.25
834.0,30.0,408.0,340.0,403.0
921.0,54.0,558.0,740.0,568.25
615.0,363.0,192.0,595.0,441.25
342.0,458.0,645.0,426.0,467.75
813.0,879.0,617.0,765.0,768.5
952.0,449.0,742.0,608.0,687.75
427.0,2.0,750.0,146.0,331.25
591.0,478.0,295.0,443.0,451.75
428.0,329.0,184.0,270.0,302.75
77.0,283.0,436.0,145.0,235.25
245.0,514.0,593.0,841.0,548.25
792.0,453.0,190.0,944.0,594.75
751.0,755.0,830.0,429.0,691.25
397.0,830.0,111.0,100.0,359.5
193.0,958.0,658.0,190.0,499.75
669.0,417.0,46.0,15.0,286.75
826.0,191.0,660.0,126.0,450.75
497.0,654.0,907.0,622.0,670.0
585.0,53.0,434.0,795.0,466.75
263.0,564.0,674.0,18.0,379.75
592.0,58.0,63.0,275.0,247.0
953.0,389.0,395.0,521.0,564.5
733.0,824.0,975.0,431.0,740.75
197.0,935.0,739.0,778.0,662.25
544.0,525.0,775.0,218.0,515.5
33.0,591.0,139.0,636.0,349.75
406.0,252.0,487.0,684.0,457.25
915.0,526.0,828.0,338.0,651.75
761.0,332.0,774.0,410.0,569.25
845.0,514.0,407.0,218.0,496.0
737.0,260.0,532.0,764.0,573.25
298.0,698.0,631.0,524.0,537.75
439.0,378.0,545.0,593.0,488.75
1.0,663.0,631.0,455.0,437.5
978.0,770.0,243.0,884.0,718.75
87.0,778.0,563.0,538.0,491.5
542.0,53.0,503.0,226.0,331.0
52.0,624.0,316.0,640.0,408.0
65.0,911.0,225.0,520.0,430.25
764.0,795.0,132.0,211.0,475.5
833.0,504.0,83.0,433.0,463.25
685.0,530.0,700.0,787.0,675.5
127.0,358.0,17.0,634.0,284.0
301.0,691.0,564.0,764.0,580.0
603.0,389.0,851.0,692.0,633.75
72.0,438.0,346.0,97.0,238.25
778.0,676.0,913.0,493.0,715.0
438.0,660.0,620.0,361.0,519.75
77.0,750.0,863.0,680.0,592.5
277.0,544.0,403.0,142.0,341.5
711.0,907.0,741.0,441.0,700.0
386.0,387.0,988.0,585.0,586.5
91.0,758.0,856.0,234.0,484.75
602.0,131.0,603.0,431.0,441.75
299.0,695.0,924.0,790.0,677.0
967.0,328.0,732.0,208.0,558.75
303.0,365.0,712.0,172.0,388.0
629.0,736.0,935.0,313.0,653.25
390.0,789.0,278.0,47.0,376.0
786.0,80.0,685.0,626.0,544.25
304.0,927.0,445.0,446.0,530.5
577.0,509.0,378.0,647.0,527.75
302.0,637.0,160.0,892.0,497.75
175.0,89.0,11.0,623.0,224.5
70.0,976.0,483.0,320.0,462.25
213.0,477.0,912.0,257.0,464.75
760.0,849.0,892.0,772.0,818.25
675.0,273.0,55.0,334.0,334.25
72.0,838.0,752.0,252.0,478.5
370.0,711.0,631.0,743.0,613.75
294.0,133.0,570.0,940.0,484.25
36.0,887.0,37.0,313.0,318.25
852.0,32.0,374.0,78.0,334.0
596.0,700.0,205.0,880.0,595.25
38.0,831.0,742.0,209.0,455.0
300.0,27.0,27.0,900.0,313.5
138.0,22.0,150.0,410.0,180.0
610.0,683.0,316.0,758.0,591.75
13.0,446.0,963.0,317.0,434.75
21.0,764.0,341.0,597.0,430.75
563.0,589.0,645.0,461.0,564.5
989.0,185.0,99.0,709.0,495.5
674.0,162.0,72.0,780.0,422.0
19.0,130.0,507.0,467.0,280.75
118.0,349.0,920.0,34.0,355.25
769.0,713.0,874.0,557.0,728.25
134.0,447.0,530.0,22.0,283.25
290.0,168.0,702.0,293.0,363.25
850.0,285.0,644.0,485.0,566.0
358.0,132.0,752.0,215.0,364.25
772.0,484.0,909.0,963.0,782.0
527.0,712.0,83.0,198.0,380.0
822.0,608.0,270.0,339.0,509.75
762.0,620.0,920.0,667.0,742.25
635.0,752.0,907.0,546.0,710.0
185.0,881.0,848.0,509.0,605.75
29.0,498.0,515.0,290.0,333.0
714.0,88.0,413.0,919.0,533.5
847.0,336.0,85.0,493.0,440.25
350.0,630.0,964.0,168.0,528.0
423.0,298.0,92.0,566.0,344.75
836.0,362.0,829.0,247.0,568.5
642.0,475.0,385.0,818.0,580.0
750.0,948.0,318.0,834.0,712.5
27.0,975.0,907.0,439.0,587.0
756.0,913.0,143.0,921.0,683.25
127.0,688.0,262.0,925.0,500.5
429.0,224.0,0.0,42.0,173.75
814.0,699.0,888.0,896.0,824.25
946.0,817.0,946.0,536.0,811.25
440.0,566.0,549.0,727.0,570.5
488.0,218.0,154.0,614.0,368.5
349.0,136.0,915.0,215.0,403.75
648.0,91.0,408.0,325.0,368.0
675.0,172.0,872.0,480.0,549.75
162.0,191.0,230.0,138.0,180.25
764.0,398.0,590.0,219.0,492.75
255.0,221.0,538.0,485.0,374.75
534.0,861.0,881.0,961.0,809.25
304.0,37.0,255.0,561.0,289.25
874.0,250.0,85.0,986.0,548.75
4.0,865.0,954.0,936.0,689.75
787.0,849.0,376.0,600.0,653.0
593.0,606.0,937.0,153.0,572.25
583.0,314.0,780.0,289.0,491.5
23.0,789.0,804.0,298.0,478.5
696.0,819.0,502.0,30.0,511.75
369.0,571.0,377.0,607.0,481.0
611.0,589.0,90.0,628.0,479.5
547.0,111.0,80.0,477.0,303.75
517.0,753.0,956.0,28.0,563.5
254.0,720.0,448.0,689.0,527.75
165.0,837.0,692.0,405.0,524.75
645.0,938.0,623.0,112.0,579.5
469.0,488.0,199.0,316.0,368.0
423.0,45.0,397.0,523.0,347.0
776.0,58.0,525.0,694.0,513.25
459.0,363.0,429.0,382.0,408.25
203.0,926.0,669.0,487.0,571.25
144.0,605.0,355.0,272.0,344.0
134.0,695.0,935.0,763.0,631.75
664.0,804.0,884.0,387.0,684.75
102.0,964.0,998.0,722.0,696.5
800.0,433.0,340.0,616.0,547.25
22.0,250.0,424.0,797.0,373.25
198.0,82.0,312.0,215.0,201.75
465.0,936.0,213.0,897.0,627.75
538.0,683.0,542.0,276.0,509.75
860.0,488.0,533.0,58.0,484.75
483.0,911.0,944.0,489.0,706.75
104.0,422.0,404.0,317.0,311.75
250.0,399.0,879.0,797.0,581.25
2.0,75.0,510.0,203.0,197.5
190.0,392.0,43.0,34.0,164.75
897.0,486.0,946.0,900.0,807.25
390.0,798.0,274.0,781.0,560.75
848.0,712.0,847.0,942.0,837.25
737.0,465.0,633.0,743.0,644.5
928.0,597.0,59.0,61.0,411.25
681.0,891.0,216.0,565.0,588.25
929.0,380.0,955.0,469.0,683.25
701.0,776.0,38.0,569.0,521.0
51.0,98.0,156.0,614.0,229.75
177.0,81.0,354.0,528.0,285.0
67.0,601.0,332.0,974.0,493.5
244.0,660.0,98.0,722.0,431.0
168.0,421.0,147.0,118.0,213.5
264.0,651.0,28.0,614.0,389.25
410.0,968.0,596.0,906.0,720.0
264.0,68.0,937.0,516.0,446.25
372.0,852.0,708.0,335.0,566.75
842.0,389.0,285.0,736.0,563.0
737.0,707.0,999.0,429.0,718.0
176.0,833.0,872.0,60.0,485.25
977.0,464.0,913.0,86.0,610.0
398.0,454.0,291.0,588.0,432.75
287.0,413.0,492.0,289.0,370.25
987.0,895.0,880.0,327.0,772.25
948.0,223.0,708.0,531.0,602.5
428.0,509.0,355.0,923.0,553.75
787.0,77.0,760.0,952.0,644.0
177.0,304.0,561.0,181.0,305.75
729.0,855.0,313.0,526.0,605.75
853.0,15.0,118.0,392.0,344.5
190.0,861.0,363.0,532.0,486.5
894.0,799.0,849.0,384.0,731.5
681.0,30.0,614.0,269.0,398.5
112.0,692.0,40.0,545.0,347.25
650.0,744.0,906.0,297.0,649.25
140.0,456.0,249.0,420.0,316.25
309.0,299.0,621.0,783.0,503.0
801.0,711.0,643.0,770.0,731.25
376.0,559.0,806.0,837.0,644.5
99.0,939.0,44.0,976.0,514.5
488.0,289.0,422.0,241.0,360.0
763.0,805.0,65.0,53.0,421.5
589.0,803.0,782.0,425.0,649.75
591.0,80.0,32.0,194.0,224.25
426.0,644.0,72.0,579.0,430.25
843.0,307.0,62.0,428.0,410.0
661.0,322.0,674.0,133.0,447.5
123.0,21.0,95.0,152.0,97.75
99.0,226.0,771.0,663.0,439.75
412.0,364.0,79.0,476.0,332.75
828.0,877.0,236.0,722.0,665.75
746.0,603.0,147.0,366.0,465.5
200.0,216.0,756.0,717.0,472.25
456.0,991.0,581.0,530.0,639.5
782.0,974.0,528.0,869.0,788.25
567.0,973.0,260.0,43.0,460.75
431.0,731.0,71.0,761.0,498.5
995.0,544.0,197.0,420.0,539.0
782.0,707.0,695.0,390.0,643.5
53.0,638.0,782.0,935.0,602.0
961.0,80.0,387.0,186.0,403.5
420.0,86.0,330.0,998.0,458.5
501.0,986.0,228.0,515.0,557.5
938.0,374.0,279.0,15.0,401.5
874.0,623.0,744.0,147.0,597.0
845.0,755.0,581.0,909.0,772.5
161.0,107.0,501.0,915.0,421.0
935.0,862.0,313.0,342.0,613.0
795.0,742.0,191.0,958.0,671.5
810.0,314.0,164.0,614.0,475.5
491.0,432.0,61.0,76.0,265.0
708.0,607.0,140.0,413.0,467.0
695.0,265.0,410.0,565.0,483.75
238.0,836.0,72.0,10.0,289.0
322.0,895.0,800.0,428.0,611.25
576.0,384.0,761.0,464.0,546.25
302.0,701.0,15.0,318.0,334.0
18.0,802.0,627.0,345.0,448.0
83.0,904.0,980.0,16.0,495.75
316.0,862.0,821.0,299.0,574.5
79.0,258.0,689.0,457.0,370.75
384.0,894.0,153.0,145.0,394.0
705.0,493.0,74.0,681.0,488.25
384.0,990.0,64.0,821.0,564.75
943.0,320.0,217.0,663.0,535.75
182.0,442.0,686.0,534.0,461.0
246.0,601.0,512.0,146.0,376.25
934.0,604.0,298.0,304.0,535.0
974.0,534.0,100.0,847.0,613.75
883.0,513.0,193.0,859.0,612.0
956.0,888.0,323.0,926.0,773.25
8.0,189.0,307.0,273.0,194.25
178.0,428.0,202.0,730.0,384.5
233.0,901.0,346.0,615.0,523.75
612.0,478.0,336.0,808.0,558.5
332.0,127.0,560.0,868.0,471.75
969.0,271.0,915.0,153.0,577.0
940.0,406.0,958.0,771.0,768.75
750.0,67.0,236.0,38.0,272.75
125.0,952.0,909.0,242.0,557.0
379.0,995.0,954.0,792.0,780.0
435.0,260.0,571.0,725.0,497.75
388.0,553.0,98.0,214.0,313.25
661.0,843.0,363.0,746.0,653.25
687.0,521.0,890.0,851.0,737.25
828.0,384.0,601.0,608.0,605.25
265.0,37.0,674.0,430.0,351.5
68.0,189.0,688.0,586.0,382.75
870.0,231.0,21.0,745.0,466.75
214.0,861.0,479.0,50.0,401.0
487.0,456.0,851.0,194.0,497.0
49.0,470.0,76.0,37.0,158.0
631.0,96.0,38.0,312.0,269.25
300.0,412.0,188.0,276.0,294.0
72.0,924.0,230.0,82.0,327.0
373.0,610.0,28.0,988.0,499.75
804.0,903.0,303.0,399.0,602.25
39.0,374.0,158.0,613.0,296.0
661.0,86.0,473.0,38.0,314.5
611.0,915.0,984.0,242.0,688.0
32.0,924.0,258.0,371.0,396.25
954.0,14.0,456.0,938.0,590.5
437.0,824.0,730.0,762.0,688.25
15.0,417.0,310.0,361.0,275.75
810.0,430.0,636.0,990.0,716.5
641.0,223.0,191.0,526.0,395.25
344.0,540.0,727.0,549.0,540.0
686.0,931.0,710.0,131.0,614.5
622.0,999.0,585.0,370.0,644.0
915.0,961.0,493.0,708.0,769.25
377.0,272.0,832.0,410.0,472.75
409.0,338.0,194.0,68.0,252.25
690.0,198.0,423.0,134.0,361.25
948.0,383.0,472.0,410.0,553.25
525.0,694.0,513.0,820.0,638.0
750.0,984.0,522.0,187.0,610.75
787.0,781.0,367.0,553.0,622.0
342.0,487.0,975.0,289.0,523.25
868.0,897.0,953.0,290.0,752.0
478.0,60.0,945.0,39.0,380.5
756.0,565.0,676.0,274.0,567.75
856.0,165.0,338.0,459.0,454.5
746.0,966.0,800.0,123.0,658.75
948.0,333.0,132.0,27.0,360.0
969.0,689.0,492.0,911.0,765.25
195.0,70.0,965.0,266.0,374.0
29.0,172.0,535.0,692.0,357.0
477.0,716.0,555.0,207.0,488.75
476.0,692.0,751.0,955.0,718.5
135.0,130.0,191.0,263.0,179.75
829.0,847.0,908.0,914.0,874.5
529.0,157.0,996.0,509.0,547.75
592.0,678.0,951.0,833.0,763.5
835.0,418.0,812.0,939.0,751.0
192.0,140.0,546.0,698.0,394.0
907.0,149.0,238.0,781.0,518.75
166.0,308.0,548.0,436.0,364.5
787.0,142.0,562.0,644.0,533.75
835.0,551.0,330.0,296.0,503.0
738.0,44.0,747.0,739.0,567.0
454.0,250.0,304.0,472.0,370.0
491.0,13.0,48.0,273.0,206.25
72.0,354.0,887.0,639.0,488.0
879.0,6.0,282.0,88.0,313.75
50.0,633.0,688.0,834.0,551.25
775.0,187.0,436.0,774.0,543.0
395.0,217.0,205.0,45.0,215.5
484.0,302.0,929.0,443.0,539.5
907.0,715.0,762.0,107.0,622.75
897.0,260.0,345.0,651.0,538.25
664.0,837.0,415.0,348.0,566.0
795.0,761.0,875.0,146.0,644.25
269.0,439.0,244.0,519.0,367.75
163.0,894.0,423.0,538.0,504.5
209.0,443.0,827.0,607.0,521.5
735.0,949.0,804.0,664.0,788.0
247.0,468.0,829.0,816.0,590.0
168.0,600.0,803.0,636.0,551.75
741.0,431.0,239.0,200.0,402.75
654.0,23.0,237.0,27.0,235.25
924.0,823.0,949.0,528.0,806.0
924.0,81.0,841.0,330.0,544.0
528.0,918.0,429.0,102.0,494.25
971.0,703.0,663.0,470.0,701.75
142.0,797.0,9.0,489.0,359.25
97.0,673.0,913.0,357.0,510.0
350.0,342.0,362.0,275.0,332.25
716.0,182.0,629.0,851.0,594.5
889.0,968.0,897.0,231.0,746.25
241.0,782.0,572.0,74.0,417.25
959.0,735.0,398.0,543.0,658.75
39.0,169.0,169.0,715.0,273.0
699.0,834.0,241.0,283.0,514.25
679.0,356.0,203.0,162.0,350.0
735.0,272.0,156.0,908.0,517.75
820.0,166.0,193.0,56.0,308.75
361.0,756.0,99.0,195.0,352.75
967.0,591.0,384.0,635.0,644.25
238.0,709.0,470.0,279.0,424.0
242.0,527.0,106.0,559.0,358.5
484.0,764.0,490.0,756.0,623.5
391.0,327.0,375.0,105.0,299.5
34.0,619.0,582.0,45.0,320.0
821.0,510.0,44.0,102.0,369.25
609.0,604.0,148.0,296.0,414.25
268.0,856.0,54.0,747.0,481.25
672.0,538.0,32.0,428.0,417.5
934.0,859.0,307.0,565.0,666.25
991.0,280.0,758.0,735.0,691.0
219.0,144.0,818.0,779.0,490.0
112.0,47.0,529.0,708.0,349.0
619.0,283.0,196.0,823.0,480.25
521.0,459.0,927.0,40.0,486.75
12.0,384.0,36.0,495.0,231.75
459.0,99.0,77.0,129.0,191.0
939.0,123.0,526.0,745.0,583.25
927.0,994.0,804.0,849.0,893.5
678.0,288.0,323.0,368.0,414.25
831.0,215.0,132.0,751.0,482.25
76.0,577.0,121.0,830.0,401.0
195.0,756.0,992.0,66.0,502.25
151.0,59.0,375.0,811.0,349.0
473.0,803.0,849.0,326.0,612.75
635.0,445.0,716.0,38.0,458.5
734.0,160.0,714.0,647.0,563.75
85.0,692.0,166.0,989.0,483.0
720.0,676.0,114.0,543.0,513.25
211.0,636.0,237.0,140.0,306.0
933.0,164.0,665.0,223.0,496.25
816.0,440.0,908.0,863.0,756.75
846.0,520.0,278.0,668.0,578.0
602.0,872.0,818.0,741.0,758.25
41.0,982.0,23.0,219.0,316.25
484.0,380.0,446.0,82.0,348.0
734.0,558.0,503.0,349.0,536.0
657.0,545.0,355.0,95.0,413.0
292.0,372.0,359.0,43.0,266.5
802.0,811.0,826.0,126.0,641.25
627.0,313.0,664.0,223.0,456.75
105.0,947.0,441.0,874.0,591.75
258.0,510.0,26.0,199.0,248.25
84.0,152.0,896.0,174.0,326.5
424.0,99.0,508.0,274.0,326.25
617.0,567.0,925.0,545.0,663.5
500.0,42.0,653.0,882.0,519.25
872.0,364.0,874.0,649.0,689.75
223.0,147.0,277.0,740.0,346.75
442.0,895.0,505.0,977.0,704.75
687.0,840.0,891.0,559.0,744.25
30.0,710.0,665.0,749.0,538.5
699.0,457.0,10.0,306.0,368.0
880.0,36.0,33.0,353.0,325.5
187.0,76.0,986.0,563.0,453.0
399.0,293.0,858.0,562.0,528.0
677.0,940.0,354.0,606.0,644.25
944.0,294.0,294.0,998.0,632.5
767.0,623.0,384.0,682.0,614.0
590.0,158.0,597.0,480.0,456.25
621.0,907.0,544.0,13.0,521.25
789.0,311.0,190.0,680.0,492.5
586.0,616.0,215.0,160.0,394.25
342.0,137.0,468.0,565.0,378.0
911.0,626.0,195.0,876.0,652.0
470.0,622.0,41.0,533.0,416.5
212.0,757.0,941.0,273.0,545.75
579.0,401.0,793.0,487.0,565.0
233.0,688.0,187.0,464.0,393.0
711.0,112.0,818.0,204.0,461.25
952.0,897.0,130.0,281.0,565.0
568.0,474.0,167.0,221.0,357.5
660.0,178.0,51.0,977.0,466.5
432.0,575.0,579.0,502.0,522.0
330.0,322.0,762.0,597.0,502.75
432.0,638.0,475.0,125.0,417.5
422.0,151.0,686.0,153.0,353.0
825.0,220.0,586.0,915.0,636.5
408.0,281.0,318.0,855.0,465.5
630.0,740.0,462.0,612.0,611.0
337.0,733.0,592.0,258.0,480.0
252.0,856.0,441.0,174.0,430.75
909.0,613.0,616.0,398.0,634.0
835.0,10.0,111.0,325.0,320.25
718.0,568.0,887.0,825.0,749.5
56.0,16.0,130.0,630.0,208.0
834.0,719.0,318.0,679.0,637.5
92.0,126.0,178.0,80.0,119.0
251.0,510.0,670.0,675.0,526.5
154.0,700.0,925.0,671.0,612.5
393.0,210.0,512.0,776.0,472.75
428.0,351.0,658.0,573.0,502.5
176.0,98.0,737.0,288.0,324.75
602.0,959.0,542.0,310.0,603.25
306.0,459.0,322.0,853.0,485.0
214.0,995.0,265.0,861.0,583.75
560.0,739.0,651.0,549.0,624.75
220.0,967.0,35.0,331.0,388.25
980.0,618.0,222.0,758.0,644.5
11.0,869.0,44.0,691.0,403.75
76.0,769.0,966.0,12.0,455.75
726.0,406.0,45.0,699.0,469.0
260.0,204.0,194.0,524.0,295.5
453.0,11.0,829.0,677.0,492.5
988.0,636.0,449.0,683.0,689.0
138.0,70.0,518.0,153.0,219.75
711.0,722.0,227.0,13.0,418.25
499.0,758.0,472.0,518.0,561.75
661.0,898.0,31.0,107.0,424.25
228.0,672.0,112.0,825.0,459.25
249.0,7.0,323.0,78.0,164.25
765.0,816.0,200.0,391.0,543.0
235.0,602.0,22.0,239.0,274.5
286.0,468.0,885.0,781.0,605.0
677.0,949.0,461.0,808.0,723.75
162.0,416.0,681.0,423.0,420.5
957.0,506.0,726.0,143.0,583.0
594.0,532.0,564.0,527.0,554.25
133.0,294.0,975.0,664.0,516.5
193.0,670.0,800.0,635.0,574.5
891.0,298.0,714.0,382.0,571.25
180.0,871.0,975.0,997.0,755.75
701.0,744.0,646.0,597.0,672.0
676.0,600.0,486.0,401.0,540.75
851.0,792.0,673.0,619.0,733.75
110.0,542.0,308.0,603.0,390.75
845.0,883.0,150.0,983.0,715.25
993.0,603.0,639.0,804.0,759.75
620.0,517.0,954.0,564.0,663.75
131.0,159.0,797.0,673.0,440.0
460.0,359.0,490.0,128.0,359.25
690.0,743.0,28.0,525.0,496.5
298.0,915.0,414.0,194.0,455.25
255.0,442.0,370.0,553.0,405.0
998.0,500.0,570.0,705.0,693.25
476.0,118.0,629.0,879.0,525.5
306.0,213.0,985.0,645.0,537.25
854.0,717.0,786.0,983.0,835.0
512.0,106.0,898.0,893.0,602.25
789.0,431.0,695.0,702.0,654.25
911.0,974.0,482.0,35.0,600.5
382.0,277.0,673.0,939.0,567.75
892.0,984.0,951.0,551.0,844.5
123.0,531.0,117.0,263.0,258.5
685.0,92.0,305.0,922.0,501.0
725.0,100.0,939.0,97.0,465.25
543.0,129.0,519.0,110.0,325.25
966.0,528.0,131.0,654.0,569.75
905.0,946.0,903.0,592.0,836.5
569.0,395.0,156.0,978.0,524.5
83.0,195.0,757.0,136.0,292.75
388.0,744.0,731.0,500.0,590.75
713.0,613.0,871.0,340.0,634.25
378.0,883.0,157.0,35.0,363.25
22.0,604.0,397.0,682.0,426.25
54.0,424.0,88.0,792.0,339.5
349.0,198.0,284.0,762.0,398.25
481.0,664.0,1.0,848.0,498.5
82.0,721.0,433.0,919.0,538.75
781.0,751.0,150.0,701.0,595.75
23.0,727.0,835.0,266.0,462.75
5.0,283.0,92.0,282.0,165.5
89.0,23.0,76.0,515.0,175.75
526.0,70.0,356.0,876.0,457.0
491.0,831.0,791.0,826.0,734.75
484.0,612.0,346.0,855.0,574.25
228.0,402.0,486.0,217.0,333.25
812.0,406.0,230.0,540.0,497.0
768.0,892.0,791.0,577.0,757.0
856.0,493.0,704.0,721.0,693.5
671.0,895.0,900.0,156.0,655.5
255.0,296.0,915.0,861.0,581.75
355.0,941.0,547.0,266.0,527.25
554.0,159.0,890.0,927.0,632.5
156.0,16.0,598.0,93.0,215.75
944.0,201.0,838.0,591.0,643.5
925.0,944.0,740.0,267.0,719.0
760.0,638.0,275.0,400.0,518.25
765.0,993.0,641.0,531.0,732.5
57.0,94.0,894.0,968.0,503.25
873.0,744.0,536.0,121.0,568.5
979.0,252.0,785.0,66.0,520.5
416.0,146.0,590.0,816.0,492.0
269.0,149.0,903.0,177.0,374.5
934.0,458.0,396.0,357.0,536.25
471.0,244.0,270.0,524.0,377.25
554.0,422.0,769.0,386.0,532.75
711.0,653.0,102.0,79.0,386.25
637.0,139.0,551.0,799.0,531.5
952.0,618.0,113.0,261.0,486.0
288.0,69.0,576.0,895.0,457.0
451.0,248.0,764.0,516.0,494.75
764.0,854.0,353.0,631.0,650.5
373.0,963.0,150.0,369.0,463.75
800.0,472.0,284.0,321.0,469.25
938.0,687.0,925.0,944.0,873.5
983.0,259.0,525.0,724.0,622.75
364.0,256.0,424.0,348.0,348.0
239.0,852.0,691.0,518.0,575.0
303.0,378.0,573.0,329.0,395.75
202.0,196.0,867.0,881.0,536.5
324.0,804.0,894.0,417.0,609.75
525.0,560.0,805.0,231.0,530.25
804.0,500.0,525.0,986.0,703.75
333.0,805.0,180.0,813.0,532.75
468.0,424.0,215.0,57.0,291.0
233.0,21.0,199.0,256.0,177.25
623.0,953.0,236.0,794.0,651.5
707.0,230.0,836.0,844.0,654.25
45.0,984.0,626.0,837.0,623.0
751.0,324.0,720.0,286.0,520.25
575.0,497.0,616.0,573.0,565.25
513.0,927.0,710.0,457.0,651.75
104.0,315.0,443.0,250.0,278.0
998.0,947.0,683.0,72.0,675.0
648.0,64.0,626.0,68.0,351.5
128.0,540.0,437.0,21.0,281.5
135.0,31.0,722.0,822.0,427.5
868.0,706.0,1.0,186.0,440.25
674.0,484.0,205.0,837.0,550.0
514.0,692.0,373.0,377.0,489.0
783.0,865.0,260.0,72.0,495.0
893.0,698.0,323.0,218.0,533.0
370.0,764.0,182.0,147.0,365.75
619.0,789.0,621.0,377.0,601.5
918.0,612.0,288.0,155.0,493.25
246.0,81.0,772.0,425.0,381.0
226.0,901.0,460.0,692.0,569.75
641.0,607.0,285.0,159.0,423.0
534.0,445.0,642.0,667.0,572.0
434.0,262.0,637.0,816.0,537.25
430.0,138.0,115.0,168.0,212.75
496.0,652.0,284.0,656.0,522.0
968.0,291.0,35.0,991.0,571.25
741.0,793.0,901.0,697.0,783.0
888.0,305.0,560.0,180.0,483.25
408.0,64.0,702.0,634.0,452.0
259.0,564.0,531.0,205.0,389.75
941.0,2.0,860.0,820.0,655.75
27.0,719.0,643.0,113.0,375.5
618.0,538.0,166.0,615.0,484.25
